forum_id,post_id,post_layer,post_time,user_id,post_content,number_of_words
397583,4289493,1,2014/8/30 10:58,311545,今天几点统计啊急哟。,13
397628,4290348,1,2014/8/30 19:08,223721,预计需要统计2小时，估计晚饭是没戏了,18
397636,4290566,1,2014/8/30 20:50,223721,截止今天，预计将有20个人达到30天的要求啦，希望大家可以晒晒8月份的血糖曲线，看看有什么变化，另外，达到30天的也不要懈怠啊，以后也要经常记录血糖哦~！请满足获奖资格的糖友把快递地址、姓名、电话信息提供给我哦用户名坚持天数雪恋198630lincq30偶的神呀30东方红30beyusha30捡来的30dingyy330糖糖小宝30zhangaoqiao30qwweee30徽韵30毛豆米子30netfox30、醉者柔情30chongyoucai30if.29hxtsky29thoth29崔大爷29jiangxiaoliao29lzhylxd28xiaoyv8828Mr.Sweet28xyp52526lg69626fxp78111226老猜26百杉祖冷杉26yuxin20可可小鱼19无忧2917失落的小糖人17糖老大17随缘215刘木易14HZXhzx13爸爸的小棉袄11haisl6dlzhangyun5yxq12094lxy5693天问2sword1011a2糖人王老五1Cheng1151思一米阳光1,553
398172,4300021,1,2014/9/3 17:24,127262,深深佩服小红帽的老土精神，想了半个月的中秋节活动最后定了抢楼，真是土到灵魂深处了，这么没创意，小红帽也是蛮拼的。但是，土地土地，意思是越土越接地气，对不对抢楼活动定在明天下午，请大家随时注意。更注意：9月1日之后注册的论坛ID，不能参加抢楼。公告完毕。,170
398234,4301209,1,2014/9/4 9:43,311545,下午有事要去办呢，抢不了拉祝各位抢得头名，抢的开心{:soso_e166:}{:soso_e166:}{:soso_e166:}{:soso_e166:}{:soso_e166:},95
398267,4301804,1,2014/9/4 12:19,313883,"中午的时候，突然收到快递电话，心想，最近没有网购啊，怎么会有快递，突然意识到应该是糖护士到了，心想，这家伙还真快啊。。。验完包裹，迫不待机，拆包，上照片吧，顺便自测午餐前血糖。PS，手机上没有安装糖护士，用的PAD。。以后有糖护士了，出门在外就可以用了，方便，连上手机就可以用，真的很小，而且试纸都是独立包装，出门携带方便。。。1.jpg(109.93KB,下载次数:38)下载附件保存到相册2014-9-412:19上传2.jpg(104.85KB,下载次数:41)下载附件保存到相册2014-9-412:19上传3.jpg(116.75KB,下载次数:38)下载附件保存到相册2014-9-412:19上传4.jpg(29.72KB,下载次数:39)下载附件保存到相册2014-9-412:19上传",399
398284,4302147,1,2014/9/4 14:15,127262,《西湖游览志余》中说：“八月十五谓中秋，民间以月饼相送，取团圆之意”。又快到中秋了，农历十五月圆夜，许多亲朋好友即将在一起聚会，许多在外地的人们又回到了温暖的家，这是一件多么令人激动的事情。中秋节是快乐的、团圆的象征，是充满喜悦的象征。“小饼如嚼月，中有酥和饴”，小红帽在这里提醒大家，月饼虽好，小小的尝一下，可不要贪吃哦~小红帽代表三诺在这里先提前祝大家中秋快乐，享受节日带来温馨的每时每刻！接下来进入活动主题：抢楼！抢楼细则：1、时间：9月4日14：00开始至抢楼结束2、发帖格式：内容格式为“【三诺xx血糖仪+中秋节愿望或祝福语】”或者“【三诺xx血糖仪+对三诺的建议、期望和感情等文字】”。3、中奖说明A、普通中奖楼层为：1000、1400、1800、2200、2600、3000、3400、3800、4200、4600、5000、5400、5800、6200、6600、7000、7400、7600、7800、8000、8200、8400、8600、8800、9000、9200、9400、9600、9800、10000、10200、10400、10600、10800、11000、11200、11400、11600、11800、12000、12200、12400、12600、12800、13000、13200、13400；特殊中奖楼层为：333、3333、13333。总共中奖名额为50名。B、抢中指定楼层但是未按格式发帖的ID无效，取消中奖资格，顺延至下一层。C、同一用户不能重复中奖，重复的顺延至下一楼层。D、严禁使用马甲抢楼，一旦发现将取消全部中奖资格，一律顺延，不予通知。E、严禁使用灌水软件进行抢楼，中奖名单审核时会根据您的发帖行为（如发帖间隔时间、发帖的IP、时间）进行过滤，一旦发现您的发帖行为类似软件灌水，将直接取消中奖资格，进行顺延，不予通知。4、奖品设置普通中奖楼层奖品：【安易血糖试纸一盒（50支）、智能血糖试纸一盒（50支）、易准血糖试纸一盒（50支）、安稳免调码血糖试纸一盒（50支）；安易血糖仪+试纸25支、智能血糖仪+试纸25支、易准血糖仪+试纸25支、糖护士手机血糖仪+试纸25支、安稳免调码血糖仪+试纸25支】——九选一特殊中奖楼层奖品：333：安易血糖试纸一盒（100支）、智能血糖试纸一盒（100支）、易准血糖试纸一盒（100支）、安稳免调码血糖试纸一盒（100支）；安易血糖仪+试纸50支、智能血糖仪+试纸50支、易准血糖仪+试纸50支、糖护士手机血糖仪+试纸50支、安稳免调码血糖仪+试纸50支】——九选一3333：a、安易血糖试纸一盒（100支）、智能血糖试纸一盒（100支）、易准血糖试纸一盒（100支）、安稳免调码血糖试纸一盒（100支）；安易血糖仪+试纸50支、智能血糖仪+试纸50支、易准血糖仪+试纸50支、糖护士手机血糖仪+试纸50支、安稳免调码血糖仪+试纸50支】——九选一b、便携电子称一个；13333a、安易血糖试纸一盒（100支）、智能血糖试纸一盒（100支）、易准血糖试纸一盒（100支）、安稳免调码血糖试纸一盒（100支）；安易血糖仪+试纸50支、智能血糖仪+试纸50支、易准血糖仪+试纸50支、糖护士手机血糖仪+试纸50支、安稳免调码血糖仪+试纸50支】——九选一b、便携电子称一个；c、便携无纺布袋一个。5、中奖公布中秋节后公布中奖者名单，获奖用户通过论坛私信（站内信）将所选奖品类型、收货地址及联系方式提供给三诺小红帽。6、声明对活动有疑问者可咨询三诺小红帽，活动解释权归三诺生物所有。,1727
399807,4345045,1,2014/9/16 20:12,39822,"看到朋友们一个劲的收到中秋抢楼活动的奖品，心里有点急。呵呵！今天上午终于收到啦。感谢小红帽！感谢家园的活动！IMG_8577.jpg(177.62KB,下载次数:25)下载附件保存到相册2014-9-1620:10上传",120
575940,4917134,1,2015/4/14 22:10,328718,今天天气不错，驱车20kM去山里春游挖野菜。先让糖友们看几种野菜，你认识吗,38
579003,4922541,1,2015/4/16 8:35,114077,"昨晚的运动数据：，咕咚，见证我运动第25天走跑8.88km,用时1小时25分,604.5大卡.#咕咚#时刻谨记;管住嘴、迈开腿、心似大江长流水。",74
581589,4926670,1,2015/4/16 21:47,327206,"在老顽童老师的指导下，在网上入手的新血糖仪到手了。在此，特别感谢下。中午耐不住，测了一个餐二，5.8，这么低在外面吃的涮鱼，好吧，主食不多，加点东西。晚上自己在家做的，杂粮饭（荞麦，燕麦，和一种不知道啥米的米，但肯定是粗粮，1:1:1的比例，）熟重200克，炒豆角，凉拌菠菜，西红柿炒鸡蛋，芹菜炒腊肠，老公在外面买了一只小鸡，啃了两个小鸡爪和一个小鸡腿，餐二5.9，ONG,又这么低不太可能，最近没这么好的餐二。又测一次，6.3。这这这&hellip;&hellip;新机子的原因吗采血量充足哦。214732vulgo79ac55szsx3.jpg(1.74MB,下载次数:0)下载附件保存到相册2015-4-1621:47上传214733lvvsv3z35l5hysmw.jpg(469.8KB,下载次数:0)下载附件保存到相册2015-4-1621:47上传214733v1525pu6dq3fqx7e.jpg(1.7MB,下载次数:0)下载附件保存到相册2015-4-1621:47上传",484
581621,4927001,1,2015/4/17 6:46,317327,昨天下午16:25吃一个苹果250g，晚饭前5.0，晚餐是熟重355g米饭(100g生米煮的量)，拌黄瓜，萝卜，蘑菇，半个蛋羹，青魚头。没运动，餐一6.3，没想到这么低，估计餐二应在6以下，结果也是6.3。为什么餐一的高峰没有了，是吃得慢的原因本来就刻意吃得慢，再加青鱼头就更费时，一顿饭花了40分钟。,152
581763,4927605,1,2015/4/17 10:42,126664,有资料称降血脂，不知真假这两种有时都叫“地笋”。这是两种地下茎非常相似的植物。左边的本地常用来做酱菜，右边的没见过有卖的，就在老农的地边沟坡，多年不知道是什么东西！搞得有些乱，，，，，，，，，,98
582421,4934700,1,2015/4/18 13:56,317327,11:02感觉很饿，吃了思朗无添糖消化饼干19g，12:03依然觉得饿，测血糖5.7。12:20吃午餐，主食橘红皮日本南瓜357g（不太老），配菜毛笋、茄子、番茄、带皮鸡腿肉、青鱼肚档。测了餐一5.6。尽管南瓜碳水较低，但总该升点吧，怎么反倒降低了呢,126
583461,4941670,1,2015/4/19 12:01,328718,糖人治疗五驾马车，其中三驾是饮食、药物治疗及运动。如何处理好三者关系呢我认为，饮食控制应放在第一位，因为引起血糖(餐后)升高的直接原因是饮食。当饮食过量血糖升高，这时再想通过药物和运动来调节使血糖达称是十分困难的，因此，饮食定时、定量是十分重要的，是血糖达标的基础。另外，饮食过量后再通过药物和运动来降糖，那为什么不定量饮食，起码还节约呢！你认为对吗(待续),181
583462,4941727,1,2015/4/19 12:22,126664,发面饼174克圆白菜360克菜汤，油6克，松花60-皮6克，很甜的窝瓜240克。热量440+78+54+92+52=716千卡。吃惯了死面病，觉得发面饼的适口性好了。不知血糖反应如何计算热量就像糖尿病初“强化治疗”一样，形成习惯并不费事并无害处-------------致反感算着吃的糖友。,148
583469,4941942,1,2015/4/19 13:22,116474,我的身体特别虚，气血不足，血糖降下来好不好好点呀！,25
583495,4942564,1,2015/4/19 16:14,126664,你说嫩窝瓜和老窝瓜百克热量能差多少甜窝瓜和不甜的窝瓜能差多少资料一般认为22千卡/100克。,48
583574,4943713,1,2015/4/20 10:30,324175,昨天用面包机和面做粗粮馒头，白面，玉米面，荞麦面1：1：1的比例，加了两勺木糖醇，一个鸡蛋，最后一尝，苦呀！,55
583582,4943781,1,2015/4/20 11:03,326212,"单位投标，忙到泪奔，提前擀的杂粮面片就派上用场了，多加蔬菜，再来个荷包蛋，出锅加上小香葱，美味也可以很简单的哦。妈妈说，越是累的时候越要吃得饱，吃得好。IMG_0722.JPG(296.51KB,下载次数:0)下载附件保存到相册2015-4-2010:43上传IMG_0725.JPG(315.8KB,下载次数:0)下载附件保存到相册2015-4-2010:45上传IMG_0723.JPG(333.87KB,下载次数:2)下载附件保存到相册2015-4-2010:46上传IMG_0729.JPG(320.39KB,下载次数:2)下载附件保存到相册2015-4-2010:46上传IMG_0731.JPG(335.4KB,下载次数:0)下载附件保存到相册2015-4-2010:48上传中午给老公带了两个素菜，委屈一下吧IMG_0764.JPG(370.26KB,下载次数:0)下载附件保存到相册2015-4-2010:49上传IMG_0765.JPG(363.19KB,下载次数:1)下载附件保存到相册2015-4-2010:51上传IMG_0766.JPG(338.23KB,下载次数:0)下载附件保存到相册2015-4-2010:51上传小鱼版主没有偷懒哦！！",631
583626,4944505,1,2015/4/20 18:11,326320,骑自行车还可以20km，打篮球30分钟就有点累了。,25
583685,4945477,1,2015/4/21 10:42,324175,一直心里有个问题，我是去年ogtt确诊的，当时血糖空腹6.51/餐一11.56/餐二10.94，胰岛素空腹10.51/餐一29.22/餐二45.16。但回想起来，当时放葡萄糖时医生说放75g，一不留心放了80g，只有少喝了几口糖水。想请问大家一下，是不是葡萄糖喝多了会造成血糖大幅增加，也就是说，我是不是就不能诊断为糖尿病，而只是糖前了,171
583697,4945582,1,2015/4/21 11:41,114077,1、苦荞麦：粗杂粮中唱主角苦荞麦血糖生成指数较低，而且荞麦淀粉中直链淀粉比例较高，能延迟糊化与消化速度，抑制餐后血糖升高的速度。主食可以经常吃些苦荞麦制品，如苦荞麦挂面等。2、马齿苋：野菜也是家常客马齿苋中脂肪酸其合成的类二十烷酸参与胰岛素的分泌，增加胰岛素的敏感性，降低空腹血糖。马齿苋可以加蒜炒着吃或加醋凉拌吃都可以，大蒜和醋都是温性的，可以中和马齿苋的凉性。除此之外，还可以用马齿苋煮汤喝。3、苦瓜：见苦皱眉别嫌弃苦瓜中含有的苦瓜苷被称为“植物胰岛素”，有辅助糖尿病患者平稳降低血糖的作用。其凉拌、炒、做汤都可以。苦瓜苦寒、有清热解毒之效，吃苦瓜时最好搭配一些温性食物（如辣椒、葱、蒜等），这样可缓和苦瓜寒凉之性。4、洋葱：很辛辣却最实用俄罗斯人很喜欢洋葱，因为它除了可以作为食物吃，还被用于制作彩蛋。洋葱中的含硫化合物能调节脂肪代谢，具有降血脂的作用，对于改善糖尿病患者的高血脂也有一定的辅助作用。可将洋葱同其他蔬菜凉拌后食用，这样能保留其中的生物活性物质，充分发挥其调脂作用。但有眼疾或皮肤瘙痒时要少吃，避免引起不适。北京中医药大学营养学教授周俭,492
583872,4946874,1,2015/4/21 22:14,326891,苦荞茶能降糖，问一下，什么牌子的苦荞茶好呀！,33
583896,4947307,1,2015/4/22 9:41,114077,喝茶可以降血糖，这是因为茶叶中与辅助降低血糖相关的物质有三种：复合多糖、儿茶素类化合物和二苯胺。复合多糖能缓解和减轻糖尿病症状，有调节血脂、血压等作用。复合多糖在粗茶中含量最高，达到37%。所谓的粗茶，就是指较粗老的茶叶，随着日照时间的增加，茶叶叶片也变得肥厚，茶树叶中大量积累多酚类物质与丹宁，此时采摘的茶叶味道较苦，即我们常说的“粗茶”。粗茶尽管苦涩，但其所含的茶多酚、茶丹宁和复合多糖类等物质，对身体都很有益处。冷水泡茶降血糖效果好自古以来，人们都习惯用热水泡茶，认为只有热水才能发挥茶叶的味道和有益成分，但其实，冷水泡茶的降血糖效果更好。这是因为茶叶中的多糖物质怕热，如果用热水泡茶，就会遭到严重破坏，用冷水泡茶就能避免这一问题。冷水泡茶降血糖要注意哪些事项呢冷水泡茶方便，无论走到哪里，只要可以买到矿泉水，就能喝到冷泡茶。冷水泡茶2小时后，茶叶中的鞣酸、游离型儿茶素等水溶性成分的浸出量就会超过热水泡的茶，而冷水泡茶8小时后，不溶于水的酯型儿茶素等成分的浸出量也可达到热水泡的茶的70%左右。不过，对于胃部不适的患者，不宜使用冷水泡茶的方法降血糖。服药后不能马上喝冷水泡茶，更不要用茶水服药；容易失眠的糖尿病患者，应该在睡前2—3小时前喝茶；糖尿病患者可适量饮用单粗茶，建议频喝慢饮，每次不要过量。,577
584018,4949017,1,2015/4/22 22:35,326891,都说苦荞茶能降糖，有的说不行，那喝什么茶可以降糖呀！,30
584041,4949361,1,2015/4/23 8:40,114077,经常生气会对身体健康有大的伤害，轻则生病，如有的人生气引发胃痛、胆囊炎、肋间神经痛，头痛，失眠，心脏病复发，心绞痛，心肌梗塞。妇女在月经期生气可致月经停止，痛经；严重生气者可发生猝死，危及生命……如三国演义中孔明三气周瑜而致瑜死的故事。在我们的周围因生气而致死的事例也有很多。人会被气死究竟是怎么回事一项最新的研究显示，生气所引起心律不齐的心电图比一般心律不齐来得更加混乱，也更加不稳定，所以是最致命的。美国医学专家通过调查发现，所有生气引发心律不齐的病人均起始于早期心室收缩，正是这种形式的心脏收缩会提高造成突发性心脏衰竭的概率。象愤怒这样的强烈情绪可会使心律中断，危及生命。美国生理学家爱尔马曾做过实验，把一支支玻璃管插在正好是零摄氏度的冰水混合客器里，然后收集人们在不同情绪状态下的“气水”，描绘出了人生气的“心理地图”。实验发现，当人们心平气和时，呼出的冷凝气水澄清无色不含杂质；生气时期有紫色沉淀。爱尔马把在生气时候呼出的“生气水”注射到大白鼠身上，几分钟后大白鼠就死了。由此分析，人生气时的生理反应十分强烈，分泌物比任何时候都复杂，且更具毒性。人要学会心胸开阔，避免生气：1、鸡毛蒜皮的事不值得生气，如买水果卖主少给了称，家人不小心打坏了东西，妻人做饭忘放了盐或多加了盐，不小心把衣服弄脏了，或是不小心被拌倒了等等，这些鸡毛蒜皮的小事不值得生气，也不要生气。2、别人对你的传言或流言非语，如果不是原则问题或大事，没有必要去计较或生气。3、别人无意的冒犯。如马路上被撞，公共汽车上被别人踩脚，饭店里就餐时被服务员失手弄乱了衣服等等。这些事都是别人无意的，要学会宽容，不应该生气。4、对非正常人或非正常的某些事不要生气，如别人的心理不健全，或酒后极度愤怒言行反常，或精神不正常的人，出言不逊，冒犯于你，损害你的自尊心等，千万不要往心里去，不值得生气。生气后如何尽快消气：一、精神消气：1、回避：立即离开生气的现场和惹你生气的人，找个清静的地方去看书、听音乐、和别人聊天或做别的事。2、倾诉或哭：如果你感到非常悲伤可以自己流泪或哭出声音。也可以找知心朋友和信懒的人诉说内心的不平、悲伤或痛苦，从中获得安慰。3、娱乐：听听音乐，唱唱歌，看看书，下下棋...二、偏方或食物消气：1、白萝卜：生吃或煮水吃萝卜渴汤，白萝卜有顺气健胃，清热化痰降脂，亦可用白萝卜籽煎水服，对气郁上火有较好疗效。2、陈皮(橘皮)：泡水当茶饮服。陈皮有顺气化痰功效。生气泡水服可有消气顺气之效。3、金橘：可食金橘或连皮吃。金橘有理气，解郁，化痰醒酒等功，可治胸闷郁结，食滞纳呆，醉酒等。4、香元：香元水煎服。香元可有顺气止痛功效。5、山楂：山楂橘皮或山楂萝卜籽同煎水服。山楂顺气止痛，化食消积，降脂通气血。对气滞血瘀之胸腹胀满疼痛，生气导致的心律不齐，心绞痛等有一定的疗效。6、莲藕：水煮或凉拌吃，能通气，健脾和胃，养心安神。7、瓜蒌：瓜蒌水煎服。瓜蒌理气解郁，开胸化痰。治生气引起的胸闷胸痛。一般来说，一个善于体谅别人的人，和一个平心静气的人都是宽容大度，涵养很高的人，正所谓“宰相肚里能撑船”，这肚量是平日注意涵养修炼的结果。因此学会消气，首先应该努力加强自身的修养，开阔心胸，这样才能提高心理承受能力，使自己成为少生气和快速消气的乐天派。才能有健康无病的身体素质和体魄。好歌易求，知己难觅。小编微信：mmd2046，美图怡人，美文怡人，小编与你不见不散！！,1568
584079,4949852,1,2015/4/23 12:16,328604,干辣椒与老干妈携手炒大杂烩。怕上火，怎敢王老吉！只敢绿豆汤。,31
584133,4950239,1,2015/4/23 15:32,5637,"血脂和胆固醇高的人要少吃鸡蛋——对于这条不成文的律例大家似乎习以为常了，更有甚者视鸡蛋如“炸弹”敬而远之!不过美国最新饮食指导准则的出台似乎打破了这一格局，相关咨询委员会声称：“人们摄取多少胆固醇，与罹患心脏病可能没有明显的关系，无须规定人们少吃蛋黄和海鲜等。”(潜台词就是无需为了控制鸡蛋摄入来预防心脑血管病!)如今消息不胫而走，以身试法的也大有人在，到底咋回事呢20150421_153852.jpg(47.87KB,下载次数:0)下载附件保存到相册2015-4-2315:32上传前几天的一台养生节目聘请了专家来解读该布告，便被耳尖的王阿姨记在心里。我想她本也是个爱吃鸡蛋之人，听闻鸡蛋与心脏病没有什么太大关联，便痛痛快快地吃了起来，并把平时坚持吃的他汀药给停了，结果才一个多周，低密度胆固醇便从2.6mmol/L飙升至9.1mmol/L!化验单一出来王阿姨瞠目结舌，直奔医院找我诉苦来了……我相信类似王阿姨的大有人在，一来对养生节目中专家的解读理解不透彻，二来美国这则报告本身并不适合我国国情。20150421_153932.jpg(34.9KB,下载次数:0)下载附件保存到相册2015-4-2315:32上传考虑到特定的社会经济状态、文化教育程度和民众饮食习惯，美国在最新饮食指南里为鸡蛋平反只能算是自娱自乐，还不是放之四海皆准的“金标准”。●首先，血浆胆固醇水平受多种因素调节。高热量、高脂、高饱和脂肪酸饮食能够促进胆固醇合成，提高血浆胆固醇水平;饥饿、低热量饮食或肝吸收胆固醇较多时，可抑制羟甲基戊二酰辅酶A还原酶(HMG-CoA)活性，从而减少胆固醇合成降低血浆胆固醇水平。而饮食中的“不饱和脂肪酸”可促进磷脂酰胆碱的合成，提高磷脂酰胆碱胆固醇酰基转移酶(LCAT)活性，生成较多的胆固醇酯，进而降低血浆胆固醇水平。此外，食物中的纤维素能帮助减少胆固醇吸收，阻止胆酸盐肠肝循环的药物也可降低血浆胆固醇水平。●早在19世纪末，科研人员通过高胆固醇喂养新西兰兔，发现高脂饮食可明显增高血脂，并引起血小板数增加、黏附力增强，前列环素/血栓素A失衡，纤维蛋白原及纤溶酶原含量增高，脂质过氧化代谢产物丙二醛含量升高，且在胸腹主动脉形成明显的动脉粥样硬化斑块。●从上世纪40年代开始，欧美国家陆续开展大样本的流行病学调查，证实血脂升高与冠脉事件的发生呈正相关。我国由于长期坚持“偏素饮食”，人群血脂基线水平及动脉粥样硬化性心脑血管疾病明显低于欧美国家。●相关研究还表明：单纯饮食和运动能够降低血胆固醇7-15%，实际的下降幅度与原来的生活方式息息相关。这些都直接或间接地表明——适度控制高胆固醇摄入有益心血管健康。●现已明确，亚洲人跟欧美人的基因、饮食结构均有较大差异，形象说来黄色人种好比“食草动物”，白色人种更像“食肉动物”。自然选择的结果就是欧美人对高蛋白、高胆固醇食物的代谢能力较强!●最后，习惯的养成需要时间的积累，突然改变饮食结构往往会带来不适。也许很多年前欧美人面对鸡鸭鱼肉大快朵颐的时候，我们还在吃糠咽菜，但事实却是当时我们的血脂水平很低。改革开放之后，人们的生活水平也提高了，尽管国人血脂平均水平仍低于发达国家，但近些年来其升高幅度却很惊人。有肉吃有酒喝的日子让很多人最终惹上“富贵病”!总之，高胆固醇摄入能够增加心脑血管病风险，这也是我们长期指导大家特别是心脑血管病患者饮食的关键所在。人体内胆固醇来源于2个方面①肝脏合成也就是内源性胆固醇。成年人除脑组织外各种组织都能合成胆固醇，其中肝脏和肠黏膜是合成的主要场所。体内胆固醇70%～80%由肝脏合成，10%由小肠合成。摄入胆固醇后，肝内含量升高，可反馈抑制关键性酶使肝内合成减少，但不能降低肝外组织的合成，故仍可升高血浆胆固醇水平。②外源性胆固醇即来源于动物性食物。如蛋黄、脑、内脏等。胆固醇广泛存在于动物性食物中，但人体自身也能利用内源性胆固醇，所以一般不会缺乏。可见饮食控制胆固醇摄入即不影响生理的需求又是很有必要的。我们有自己的传统和习惯，老祖宗留下来的理论和经验也是经过了无数实践验证的，即使推翻重来也需要更多的时间和证据。毕竟美国的报告研究的主要是美国人而不是中国人，所以大家不要盲目追求新奇和跟风。值得一提的是，美国指南虽然表示饮食中的胆固醇与心脏病无关，却也不否认血液中胆固醇与心血管病风险之间的利害关系，这其中的“矛盾”值得玩味。还有一个不争的事实：欧美国家经过饮食控制，心血管病死亡率逐年降低。反观我国这几年一直呼吁重视心血管疾病，但直至现在心脑血管病的发病率及死亡率下行的拐点非但没出现，甚至日益攀升!所以吃鸡蛋这事，大家还是尊重事实量力而行吧!小贴士20150421_154005.jpg(38.67KB,下载次数:0)下载附件保存到相册2015-4-2315:32上传一个普通大小的鸡蛋约含有200毫克胆固醇，占了每日推荐摄入量的2/3，正常的节制是应该的。不过也要看到鸡蛋当中含有许多降低心血管疾病风险的成分，如蛋黄中的卵磷脂有助于升高高密度脂蛋白，维生素B6和叶酸有助于降低同型半胱氨酸的浓度。我的建议是，如果本身很健康又特别喜欢吃鸡蛋或素食者，每天可以吃1个;就算已经明确有高胆固醇、高血脂，也没必要完全不吃，每周吃2-4个还是可以的。(当然还需严格控制其他高胆固醇食物的摄入并加大蔬菜的食用)另外，各类他汀药的涌现，为防治心血管病提供了有效的武器。(不过研究发现应用他汀类药物在降低肝脏内源性胆固醇合成的同时，患者肠道内外源性胆固醇的吸收会代偿性增加。)20150421_154029.jpg(32.12KB,下载次数:0)下载附件保存到相册2015-4-2315:32上传再者，与国外习惯“大剂量降脂+嘴上适当放开”的理念不同，我们更强调改善生活方式的同时配以常规或小剂量药物调节，使其即有效又安全的长期使用，才能长期明显获益，正所谓“润物细无声”。总而言之，饮食控制是基础，这也跟我们一致倡导的膳食平衡不谋而合。我的童年虽然生活拮据，却总有一些特殊的时刻让我满心欢喜：塞满糖果的布口袋，热滚滚的姜汤，摇进梦乡的蒲扇，还有刚煎好的鸡蛋……以前一口气吃好几个，现在为了健康考虑每天吃一个，我想这也是个很好的习惯。",2822
584161,4950602,1,2015/4/23 17:49,126664,玉米面加水调成近似稍可成形的糊状，摊入电饼铛稍整平后均匀撒上芝麻，电饼铛盖好，几分钟便可食用，不可过度加热失水过多。实验数据：110克玉米面加3克芝麻，刚熟的热饼168克，放置24小时候称重158克，失重10克，失水率5.95%。,115
584170,4950819,1,2015/4/23 19:45,326807,"我跟老公的晚餐，我的杂粮饭，他的大米燕麦粥，自从我糖后，让老公也跟着吃点杂粮，这对正常人也是有好处的194530om1o5iymi10ms5so.jpg(288.59KB,下载次数:0)下载附件保存到相册2015-4-2319:45上传194531mjoob73dzlkztdt0.jpg(359.16KB,下载次数:0)下载附件保存到相册2015-4-2319:45上传194531af19wn1fbwt420dw.jpg(286.33KB,下载次数:0)下载附件保存到相册2015-4-2319:45上传194532zj96j6b5tzezzy0e.jpg(202.93KB,下载次数:0)下载附件保存到相册2015-4-2319:45上传",366
584171,4950839,1,2015/4/23 19:55,126664,“膳食纤维能降血糖”----资料上是这样说的。请高人解释一下降糖的机理可以吗,39
584172,4950846,1,2015/4/23 20:01,126664,“降糖食物”---这词听着别扭呀豆芽大白菜就是拜唐苹了呀！洋葱吃多了有低血糖风险呀这是哪位闲扯淡出来的呀,62
584200,4951459,1,2015/4/24 7:43,126664,把对主食“多一口不吃，少一口不行”作为目标。,22
584228,4951717,1,2015/4/24 10:04,126664,有这样一位糖友：今天血糖高了，不敢吃了，明天降下来了又忘乎所以了，这不是折腾自己是什么您还别不信，就有这样的人！,57
